三芝
三港
大光       
大坪      
大鵬       
台中      
台北       
台東       
台南       
石門   
石崩山     
竹北        
宜蘭        
板橋    
花蓮  
金山       
金門        
阿里山       
南投       
屏東市        
後壁湖        
恆春     
茂林   
苗栗      
貢寮   
馬祖   
高雄        
基隆       
野柳      
陽明山      
雲林     
新竹       
萬里       
嘉義       
彰化   
滿州  
澎湖    
墾丁       
澳底      
頭城        
龍門        
龍泉       
龍潭    
雙溪
蘭嶼

25.259586,121.50066200000003
24.1989147,120.49881830000004
16.8,96.14999999999998
29.541962,106.51934099999994
29.536269,106.19071200000008
24.2332076,120.94173679999994
25.091075,121.55983449999997
22.758333,121.14444400000002
23.1416985,120.25127279999992
25.268611,121.57138899999995
25.282467,121.55994599999997
24.833333,121.01194399999997
24.6929472,121.71954589999996
35.75116480000001,139.7092437
23.7568986,121.35416310000005
38.8833565,140.33945619999997
24.4519681,118.35788279999997
23.4354677,120.78096759999994
23.916667,120.68333299999995
22.676111,120.49416700000006
21.9455471,120.743604
22,120.75
22.887452,120.66289499999993
24.57,120.81999999999994
25.016667,121.89999999999998
26.15628,119.923137
23.0108714,120.66600440000002
25.1089809,121.70814540000003
25.204757,121.68961719999993
25.15364,121.54786200000001
23.7558523,120.3896651
24.7032806,121.12521349999997
25.1675,121.63944400000003
23.4588948,120.57395789999998
24.066667,120.53333299999997
22.044277,120.84680900000001
23.5654787,119.61514260000001
21.946567,120.79871300000002
25.0504775,121.92597790000002
24.85,121.81666700000005
36.338252,127.39331700000002
34.4615902,135.60044170000003
24.844444,121.20527800000002
25.009722,121.83416699999998
22.0435616,121.54841799999997
